title|description|participants|submissions|year|phases|reward|reward_USD|duration_day|challenge|website|papers|winner's code|dataset|field of application|ML domain|real task|ML task|dataset size|dataset details|score|metrics|multi-score|multi-task|results submission|code submission|remark|utility
AIM 2019 Demoireing Challenge - Track 2: Perceptual|Based on a novel dataset we propose a image demoireing challenge to promote research on this topic.|103|65.0|2019|2.0|None|None|2356.0|https://competitions.codalab.org/competitions/20166||||||computer vision|image demoireing|image transformation|||PSNR|Peak Signal To Noise Ratio (PSNR), Structural Similarity (SSIM) index|True|True|True|False||[1.132734836873221]
PuzzLing Machines|"Automatically solving linguistic translation puzzles - a ""learning from small data"" challenge"|16|23.0|2020|2.0|None|None|2100.0|https://competitions.codalab.org/competitions/24414|||||linguistics|NLP|systems that can provide state-of-the-art results by exploiting big data but can also learn from small data|machine translation, meta-learning|||EM|BLEU-2, CharacTER, ChrF-3 and exact match|True|False|True|False||[0.0]
AIM 2019 Demoireing Challenge - Track 1: Fidelity|Based on a novel dataset we propose a image demoireing challenge to promote research on this topic.|216|147.0|2019|2.0|None|None|2356.0|https://competitions.codalab.org/competitions/20165|||||multimedia|computer vision|removing the moire effect from an input image based on a set of examples of images with and without the moire effect|image transformation|||PSNR|Peak Signal To Noise Ratio (PSNR), Structural Similarity (SSIM) index|True|True|True|False||[1.1665307073767626]
SVC-onGoing (based on ICDAR 2021 Competition on On-Line Signature Verification)|Organized by Biometrics and Data Pattern Analytics - BiDA Lab (UAM)|112|253.0|2021|2.0|None|None|3289.0|https://competitions.codalab.org/competitions/27295|||||biometrics|computer vision|carry out a benchmark evaluation of the latest on-line signature verification technology using large-scale public databases and both traditional office-like scenarios (pen stylus), but also the challenging mobile scenarios with signatures performed using the finger over a touch screen||||ERR(%)|ERR|False|False|True|False||[0.0]
COCO Stuff Segmentation Challenge|This challenge is designed to push the state of the art in semantic segmentation of stuff classes.|76|100.0|2018|3.0|None|None|11508.0|https://competitions.codalab.org/competitions/19472|||||multimedia|computer vision|stuff detection|multi-class classification|||FIOU |Mean Intersection-Over-Union, Frequency Weighted Intersection-Over-Union, Mean Accuracy, Pixel Accuracy|True|True|True|False||[1.2285866288348999]
SensatUrban Semantic Segmentation|Organized by Qingyong Hu (University of Oxford) and Meida Chen (University of Southern California - ICT)|215|332.0|2021|1.0|3000|3000|10491.0|https://competitions.codalab.org/competitions/31519|||||urbanisme|NLP|Therefore, the input to all evaluated methods is a list of coordinates of the three-dimensional points along with their appearance, i.e., the RGB value of each point. Each method should then output a label for each point, this is used for the final performance evaluation.|multi-class classification|||mIoU |Jaccard Index, accuracy, mean intersection-over-union (mIoU) metric over all classes|True|False|True|False||[1.1964792883553936]
SemEval-2017 Task 7, Subtask 1|Detection of English Puns|42|45.0|2016|3.0|None|None|12094.0|https://competitions.codalab.org/competitions/15705|||||linguistics|NLP|classify each context according to whether or not it contains a pun|binary classification|||precision|precision, recall, accuracy, F1|True|False|True|False||[1.1040641331371455]
The 2017 Hands in the Million Challenge on 3D Hand Pose Estimation|This is the submission page of the 2017 Hands in the Million Challenge on 3D Hand Pose Estimation, instructions can be found in the webpage http://icvl.ee.ic.ac.uk/hands17/challenge/.Hand-Object task available here: https://competitions.codalab.org/competitions/17452|128|2208.0|2017|3.0|None|None|11917.0|https://competitions.codalab.org/competitions/17356|http://icvl.ee.ic.ac.uk/hands17/challenge/|https://arxiv.org/abs/1707.02237; https://arxiv.org/abs/1712.03917||https://arxiv.org/abs/1704.02612; https://guiggh.github.io/publications/first-person-hands/|multimedia|computer vision|assess how far is the state of the art in terms of solving the problem of 3D hand pose estimation as well as detect major failure and strength modes of both systems and evaluation metrics that can help to identify future research directions: The system should be able to predict the 21 joints’ 3D locations for each image|regression|||AVG|mean error|False|True|True|False||[0.0]
SemEval-2020 Task5: Modelling Causal Reasoning in Language: Detecting Counterfactuals||224|1437.0|2019|6.0|None|None|11336.0|https://competitions.codalab.org/competitions/21691|||||linguistics|NLP|determine whether a given statement is counterfactual or not, locate antecedent and consequent in counterfactuals|binary classification, regression|||F1|Exact Match, Precision, Recall, and F1|True|True|True|False||[1.30859208847299]
BioRelEx Benchmark 1.0|Biological relation extraction from raw text.|44|225.0|2019|2.0|None|None|11506.0|https://competitions.codalab.org/competitions/20468|||||biology|NLP|learn end-to-end relation extraction from raw sentences|||1405 sentences are for training, another 201 sentences are for validation|Relation Extraction (all) F-score|F1|False|False|True|True||[1.5016701101928374]
Video-guided Machine Translation Challenge 2020|Benchmark for video-guided machine translation, aiming to translate source language into target language with video information as the additional context.|47|131.0|2020|1.0|None|None|28753.0|https://competitions.codalab.org/competitions/24384||||||computer vision, NLP||machine translation||41,250 videos and 825,000 captions in both English and Chinese. Among the captions, there are over 206,000 English-Chinese parallel translation pairs|Corpus Bleu-4|different Bleu-k|True|False|True|False||[1.1394769613947697]
DE2021: Russian News Clustering and Headline Selection - Clustering|Evaluation of different text clustering algorithms|50|429.0|2021|1.0|None|None|28453.0|https://competitions.codalab.org/competitions/28830|||||news|NLP|clustering, headline selection, and headline generation|text generation|||F-score |F1|False|True|True|False||[1.049298985523766]
VATEX Video Captioning Challenge|Benchmark for (multilingual) video captioning, aiming to automatically describe the activities in videos with various languages.|63|260.0|2020|4.0|None|None|28754.0|https://competitions.codalab.org/competitions/24360|||||multimedia|computer vision, NLP|describing the video content with natural language|multi-class classification, text generation|||CIDEr|BLEU-1, BLEU-2, BLEU-3, BLEU-4, ROUGE-L, METEOR, CIDEr|True|True|True|False||[1.4920634920634919]
TabFact Competition|TabFact Competition requires the model to verify whether a textual statement is supported by the evidence in the semi-structured tables.|35|25.0|2019|1.0|None|None|29365.0|https://competitions.codalab.org/competitions/21611|https://tabfact.github.io/||||linguistics|NLP|understand a table and verify whether a given textual statement is entailed by the given table|binary classification|||Accuracy |accuracy|False|False|True|False||[1.1414634146341465]
HybridQA Competition|Hybrid Question Answering with both Tabular and Textual Information as Evidence|24|116.0|2020|1.0|None|None|29113.0|https://competitions.codalab.org/competitions/24420|||||linguistics|NLP|read a table along with its hyperlinked passages to answer a multi-hop question|multi-class classification, text generation|||EM|EM, F1|True|False|True|False||[1.1683623150791589]
OTT-QA Competition|The real-world data is distributed in different forms like unstructured text and semi-structured tables. In this dataset, we challenge the model's capability to integrate heterogeneous information (table + text) from the web to answer open-domain questions.|16|33.0|2020|1.0|None|None|28923.0|https://competitions.codalab.org/competitions/27324|https://ott-qa.github.io/||||linguistics|NLP|retrieve tables and text from web to answer questions|multi-class classification, text generation|||EM|EM, F1|True|False|True|False||[1.2844983234459635]
TweetQA Competition|TweetQA task requires model to read a short tweet and a question and outputs a text phrase (does not need to be in the tweet) as the answer.|69|419.0|2019|1.0|None|None|29384.0|https://competitions.codalab.org/competitions/20307|https://tweetqa.github.io/||||linguistics, tweets|NLP|read a short tweet and a question and outputs a text phrase (does not need to be in the tweet) as the answer|multi-class classification, text generation|||BLEU-1|BLEU-1, METEOR, and ROUGE-L|True|False|True|False||[1.1194029850746272]
DE2021: Russian News Clustering and Headline Generation - Headline generation|Evaluation of different text clustering and summarization algorithms|7|15.0|2021|1.0|None|None|28783.0|https://competitions.codalab.org/competitions/29905|||||news|NLP|Headline generation|text generation|||ROUGE |(ROUGE-1 + ROUGE-2 + ROUGE-L) / 3|False|False|True|False||[1.2317708333333335]
Task 10 - SemEval-2020|Emphasis Selection for Written Text in Visual Media|225|777.0|2019|4.0|None|None|226.0|https://competitions.codalab.org/competitions/20815|||||linguistics|NLP|model emphasis: design automatic methods for emphasis selection, i.e. choosing candidates for emphasis in short written text, to enable automated design assistance in authoring|binary classification|||Rank|MatchM|False|False|True|False||[1.0751683247914783]
Classification of Normal vs Malignant Cells in B-ALL White Blood Cancer Microscopic Image: ISBI 2019|Classification of leukemic B-lymphoblast cells from normal B-lymphoid precursors from blood smear microscopic images.|228|1299.0|2018|3.0|None|None|125.0|https://competitions.codalab.org/competitions/20395|||||medicine|computer vision|Normal vs Malignant Cells in B-ALL White Blood Cancer Microscopic Image|binary classification|||Prediction score|weighted-precision, weighted-recall and weighted-f1|True|False|True|False||[1.183906814490381]
Word-level QE shared task 2018|WMT'18 Quality Estimation shared task, submission platform for predictions at word-level (task2).|15|183.0|2018|6.0|None|None|0.0|https://competitions.codalab.org/competitions/19306|||||linguistics|NLP|distinguishing between 'OK' and 'BAD' tokens|binary classification, machine translation|||F1-Multi |F1|True|False|True|False||[0.0]
VLEP Evaluation|UNC VLEP test set evaluation.|22|28.0|2020|1.0|None|None|0.0|https://competitions.codalab.org/competitions/26881|https://arxiv.org/abs/2010.07999||||multimedia|computer vision, NLP|multimodal commonsense next-event predictions|multi-class classification, text generation|||test||||True|False||[1.0839422103616454]
SMM4H'18 - Shared Task|The SMM4H shared task proposed four NLP challenges on social media mining for health monitoring and surveillance, 1. Automatic detection of posts mentioning a drug name, 2. Automatic classification of posts describing medication intake|17|124.0|2020|2.0|None|None|0.0|https://competitions.codalab.org/competitions/27081|||||medicine|NLP|Task 1: Automatic detection of posts mentioning a drug name—binary classification. Task 2: Automatic classification of posts describing medication intake—three-class classification|binary classification, multi-class classificaiton|||F1|F1|False|True|True|False||[0.0]
SemEval 2021 Task 11: NLPContributionGraph|"Structuring the ""contributions"" information from scholarly articles to facilitate contributions-centered scientific knowledge graph building."|127|627.0|2020|5.0|None|None|169.0|https://competitions.codalab.org/competitions/25680|||||linguistics|NLP|information retrieval|information retrieval|||Rank-Avg F1|precision, recall and F1|True|False|True|False||[0.0]
DanceTrack - Tracking Multiple Objects in Uniform Appearance and Diverse Motion|DanceTrack is a benchmark for tracking multiple objects in uniform appearance and diverse motion.|38|132.0|2021|1.0|None|None|0.0|https://competitions.codalab.org/competitions/35786|https://github.com/DanceTrack/DanceTrack||||multimedia|computer vision|tracking multiple objects in uniform appearance and diverse motion|action recognition, regression||100 videos|HOTA|HOTA, CLEAR and Identity to DanceTrack|True|False|True|False||[1.2645007921327325]
Second NADI Shared Task (Subtask 1.1)|Second Nuanced Arabic Dialect Identification Shared Task (Subtask 1.1)|31|67.0|2020|3.0|None|None|54.0|https://competitions.codalab.org/competitions/27768|||||linguistics, tweets|signal processing, NLP|Dialect identification is the task of automatically detecting the source variety of a given text or speech segment|multi-class classification||21,000 tweets|F1|precision, recall, accuracy, F1|True|False|True|False||[1.2835512732278045]
Reliable Intelligence Identification on Vietnamese SNSs (ReINTEL)|This challenge aims to identify a piece of information shared on social network sites (SNSs), is reliable or unreliable. With the blazing-fast spurt of SNSs, e.g., Facebook, Zalo, or Lotus, there are approximately 65 million Vietnamese users on board with the annual growth of 2.7 million in the recent year, as reported by the Digital 2020 [6]. SNSs become essential means for users to not only connect friends but also freely create, share diverse information [2, 5], i.e., news. Within freedom, a number of users tend to spread unreliable information for their personal purposes affecting the online society. Detecting whether news spreading in SNSs is reliable or unreliable has gained significant attention recently [1, 3, 4]. Therefore, this shared task targets identifying shared information in Vietnamese SNSs. It provides an opportunity for participants who are interested in the problem, to contribute their knowledge to improve the online society for social good.|84|788.0|2020|3.0|None|None|38.0|https://competitions.codalab.org/competitions/27232|||||multimedia, linguistics|NLP|identify a piece of information shared on social network sites (SNSs), is reliable or unreliable|binary classification|||ROC|ROC-AUC|False|False|True|False||[1.0203123186400123]
Feature Selection Over Urban Growth Prediction Challenge|Challenge organized by ABEONA team of M1 AI students 2020/2021|20|93.0|2021|2.0|None|None|453.0|https://competitions.codalab.org/competitions/29119|||||urbanisme|NLP|feature selection (NP-Hard) on geographical, social and economical indicators for urban growth modelling + predict the urban growth of a country for a year having a huge amount of data about the previous year of this country|regression|||Prediction score|accuracy|False|False|True|True||[1.2609345597997916]
eHealth KD @ IberLEF 2021 (Training)|Automated knowledge extraction from electronic health documents.|14|48.0|2020|1.0|None|None|0.0|https://competitions.codalab.org/competitions/30333|||||medicine|NLP|Entity recognition, Relation extraction||||F1|F1, precision, recall|True|True|True|False||[0.0]
FewRel 2.0 None-of-the-above|A few-shot relation classification benchmark|36|142.0|2018|1.0|None|None|0.0|https://competitions.codalab.org/competitions/27982||https://aclanthology.org/D18-1514.pdf, https://aclanthology.org/D19-1649.pdf|||linguistics|NLP||multi-class classification|||avg |N-way K-shot|True|True|True|False||[1.15813894630278]
H2O|This is a competition for action recognition and pose estimation using the H2O dataset.|9|60.0|2021|1.0|None|None|0.0|https://competitions.codalab.org/competitions/34473|https://taeinkwon.com/projects/h2o/||||multimedia|computer vision, NLP|Two Hands Manipulating Objects for First Person Interaction Recognition|action recognition, hand pose recognition|||Accuracy |accuracy, mean joint error and Percentage of Correct Keypoints (PCK)|True|True|True|False||[0.0]
Mowjaz Multi-Topic Labelling Task||48|517.0|2021|3.0|None|None|60.0|https://competitions.codalab.org/competitions/29220|||||linguistics|NLP|classify articles based on their topics|multi-class classification|||Accuracy |F1, average testing time|True|True|True|False||[1.0327028602440151]
Word-level Post-Editing Effort QE shared task 2021|WMT'21 Quality Estimation shared task, submission platform for predictions at word-level *Post-Editing Effort* (Task 2 word-level)|13|191.0|2021|11.0|None|None|0.0|https://competitions.codalab.org/competitions/33413|https://statmt.org/wmt21/quality-estimation-task.html||||linguistics|NLP|quality estimation, error detection|machine translation, multi-class classification|||MCC|MCC (Matthews correlation coefficient), F1|True|True|True|False||[0.0]
SwissText Shared Task on Hierarchical Patent Classification|Hierarchical Patent Classification with the IPC (international patent classification).|34|62.0|2020|3.0|None|None|77.0|https://competitions.codalab.org/competitions/22533|||||linguistics|NLP|Multi-lingual Hierarchical Classification of Patents|multi-class classification|||Correct Submission|F1-score over micro- and macro-averaged F1-score|True|True|True|False||[0.0]
CMCL2021|CMCL 2021 Shared Task on Predicting Human Reading Behavior|55|57.0|2021|4.0|None|None|46.0|https://competitions.codalab.org/competitions/28176|||||linguistics|computer vision, NLP|predicting eye tracking-based metrics recorded during English sentence processing|regression|||F1 Macro|MAE|False|True|True|False||[0.0]
OffensEval 2020 - English|This is the competition site for the development set of the second edition of OffensEval organized at SemEval 2020 (Task 12). SemEval 2020 will take place on September 13 and 13, 2020 co-located with COLING in Barcelona, Spain.|146|579.0|2020|3.0|None|None|2.0|https://competitions.codalab.org/competitions/22917|||||linguistics, tweets|NLP|Multilingual Offensive Language Identification in Social Media|binary classification|||F1 Macro|macro-averaged F1|False|False|True|False||[1.1949842719869006]
SemSketches competition|This is a competition that allows you to try working with semantic sketches and evaluate their illustrativeness.|6|21.0|2020|1.0|None|None|0.0|https://competitions.codalab.org/competitions/29992|https://github.com/dialogue-evaluation/SemSketches||||linguistics|NLP|evaluate how representative and illustrative the sketches are by trying to find the necessary sketches in the given set using the context of a word without seeing the word itself|multi-class classification|||Score on the first task|accuracy|False|True|True|True||[0.0]
To be, or not to be?|Prediction of mortality given medical records.|72|130.0|2018|1.0|None|None|0.0|https://competitions.codalab.org/competitions/19365|||||medicine|NLP|predict the survival of a patient given his or her medical record|binary classification|||Accuracy |accuracy|False|False|True|False||[2.093348891481914]
The 2020 Climate Informatics Hackathon - Public Challenge|Generating nighttime satellite imagery from IR observations|23|12.0|2020|2.0|None|None|0.0|https://competitions.codalab.org/competitions/26644|https://docs.google.com/presentation/d/1Cbh5fFsd4yUcFs7DBeemqyOd7k4Ph4n6BgYjW_PMg-Y/edit#slide=id.p||||climate|computer vision|prediction of visible imagery at night using thermal infra-red (IR) observations|image transformation|||RMSE|SSIM|False|False|True|False||[1.2]
NSURL 2021: Semantic Relation Extraction in Persian||18|53.0|2021|3.0|None|None|120.0|https://competitions.codalab.org/competitions/31979|||||linguistics|NLP||relation extraction|||MACRO-averaged-F1|accuracy, macro-averaged F|True|True|True|True||[1.0]
To be, or not to be?|Prediction of mortality given medical records.|91|332.0|2018|1.0|None|None|0.0|https://competitions.codalab.org/competitions/22873|||||medicine|NLP|predict the survival of a patient given his or her medical record|binary classification|||Balanced accuracy|accuracy|False|False|True|False||[1.3839541547277936]
The VoxCeleb Speaker Recognition Challenge 2020 - Track 3 (Verification self supervised, closed)|The goal of the VoxSRC challenge is to probe how well current methods can recognize speakers from speech obtained 'in the wild'. The task of speaker verification aims to determine whether two samples of speech are from the same person.|41|39.0|2020|2.0|None|None|47.0|https://competitions.codalab.org/competitions/26215|https://www.robots.ox.ac.uk/~vgg/data/voxceleb/competition2020.html||||speech|signal processing|recognize speakers from speech obtained 'in the wild'|binary classification|||DCF|DCF, ERR|True|False|True|False||[0.0]
Linking mathematical symbols to their descriptions|Linking mathematical symbols to their descriptions|244|132.0|2021|3.0|None|None|183.0|https://competitions.codalab.org/competitions/34011|||||mathematics/science|NLP|Linking mathematical symbols to their descriptions|binary classification|||correct|precision, recall, F|True|True|True|True||[0.0]
Aerial Image Recognition|Image recognition on landscape nature images|75|401.0|2020|2.0|None|None|44.0|https://competitions.codalab.org/competitions/27749|||||aerial|computer vision|Aerial image recognition|multi-class classification, image recognition|||Prediction score|accuracy|False|False|True|True||[nan]
Document-level MQM (score) QE shared task 2020|WMT'20 Quality Estimation shared task, submission platform for **MQM score** predictions at document-level (Task 3)|17|126.0|2020|1.0|None|None|0.0|https://competitions.codalab.org/competitions/24762|||||linguistics|NLP|predict document-level quality according to MQM scores|machine translation, regression|||Pearson r|Pearson, MAE, RMSE|True|True|True|False||[1.2078414839797638]
The VoxCeleb Speaker Recognition Challenge 2021 - Track 3 (Verification self supervised, closed)|The goal of the VoxSRC challenge is to probe how well current methods can recognize speakers from speech obtained 'in the wild'. The task of speaker verification aims to determine whether two samples of speech are from the same person.|47|62.0|2021|2.0|None|None|33.0|https://competitions.codalab.org/competitions/34069|||||speech|signal processing|recognize speakers from speech obtained 'in the wild'|binary classification|||EER|DCF, ERR|True|False|True|False||[0.0]
BioCreative'21, Task 3 - Automatic extraction of medication names in tweets|The BioCreative 2021 task 3 is a sequence labeling task where competing systems will extract the spans of drug names or dietary supplements in tweets. The dataset will consist of all 112 timelines annotated for|57|234.0|2020|3.0|None|None|627.0|https://competitions.codalab.org/competitions/23925|||||medicine, tweets|NLP|extraction of medication names in tweets|binary classification|||overlapping F1|Overlapping and Strict Precision, Recall and the balanced F1-score|True|False|True|False||[1.138617200674536]
FIRE 2020 - Authorship Identification of SOurce COde (AI-SOCO)|Identify the source codes authors using the pre-defined list of 1,000 authors.|69|147.0|2020|3.0|None|None|92.0|https://competitions.codalab.org/competitions/25148||||||NLP|detecting the authors|multi-class classification|||Accuracy |accuracy|False|False|True|False||[1.0303604799176664]
Reliable Intelligence Identification on Vietnamese SNSs (ReINTEL) - Legacy|"This challenge aims to identify a piece of information shared on social network sites (SNSs), is reliable or unreliable. With the blazing-fast spurt of SNSs, e.g., Facebook, Zalo, or Lotus, there are approximately 65 million Vietnamese users on board with the annual growth of 2.7 million in the recent year, as reported by the Digital 2020 [6]. SNSs become essential means for users to not only connect friends but also freely create, share diverse information [2, 5], i.e., news. Within freedom, a number of users tend to spread unreliable information for their personal purposes affecting the online society. Detecting whether news spreading in SNSs is reliable or unreliable has gained significant attention recently [1, 3, 4]. Therefore, this shared task targets identifying shared information in Vietnamese SNSs. It provides an opportunity for participants who are interested in the problem, to contribute their knowledge to improve the online society for social good. This challenge has reopened as a ""Legacy"" phase for previous or new participants to test out their methods. There will be no end date and no limit of the number of submissions per day."|18|479.0|2020|1.0|None|None||https://competitions.codalab.org/competitions/28114|||||multimedia, linguistics|NLP|identify a piece of information shared on social network sites (SNSs), is reliable or unreliable|binary classification|||ROC|ROC-AUC|False|False|True|False||[1.0158730158730158]
Regression Over Urban Growth Prediction Challenge|Challenge organized by ABEONA team of M1 AI students 2020/2021|25|70.0|2021|2.0|None|None|53.0|https://competitions.codalab.org/competitions/28673|||||urbanisme|NLP|predict the urban growth of a year having a huge amount of data about the previous year|regression|||Prediction score|accuracy|False|False|True|True||[1.5423374363148956]
SMM4H 2021 - Social Media Mining for Health Shared Task|The Social Media Mining for Health Applications (#SMM4H) Shared Task involves natural language processing (NLP) challenges of using social media data for health research, including informal, colloquial expressions and misspellings of clinical concepts, noise, data sparsity, ambiguity, and multilingual posts. For each of the eight tasks below, participating teams will be provided with a set of annotated tweets for developing systems, followed by a three-day window during which they will run their systems on unlabeled test data and upload the predictions of their systems to CodaLab. Information about registration, data access, paper submissions, and presentations can be found in the individual task pages.|145|1240.0|2021|36.0|None|None|63.0|https://competitions.codalab.org/competitions/28766|||||medicine, health, tweets|NLP|Task 1: Classification, Extraction and Normalization of Adverse Effect mentions in English tweets. Task 2: Classification of Russian tweets for detecting presence of Adverse Effect mentions. Task 3: Classification of change in medications regimen in tweets. Task 4: Classification of tweets self-reporting adverse pregnancy outcomes. Task 5: Classification of tweets self-reporting potential cases of COVID-19. Task 6: Classification of COVID19 tweets containing symptoms. Task 7: Identification of professions and occupations (ProfNER) in Spanish tweets. Task 8: Classification of self-reported breast cancer posts on Twitter|multi-class classificaiton|||F1|precision, recall, accuracy, F1|False|True|True|False||[0.0]
ActivityNet-Entities Object Localization Task (General Purpose, NOT for Challenge 2020)|This is the official evaluation server for ActivityNet-Entities dataset on the object localization task. More info: https://github.com/facebookresearch/ActivityNet-Entities Note that this is NOT the evaluation server for the 2020 ANet-Entities challenge (they are here instead: https://github.com/facebookresearch/ActivityNet-Entities#evaluation-servers).|17|91.0|2019|2.0|None|None|297.0|https://competitions.codalab.org/competitions/20537|https://github.com/facebookresearch/ActivityNet-Entities|https://arxiv.org/pdf/1812.06587.pdf|||multimedia|computer vision|object localization|regression|||F1_all|precision, recall, accuracy, F1|False|False|True|False||[0.0]
LOVEU@CVPR'21 GEBD Sub-track 1.2|This competition is for generic event boundary detection with constraints of training data and pre-trained models.|44|159.0|2021|2.0|1000|1000|37.0|https://competitions.codalab.org/competitions/30452|||||multimedia|computer vision|event boundary detection|regression|||F1 Score|F1|False|False|True|True||[1.1473850572638902]
SemEval-2020 Task 5: Modelling Causal Reasoning in Language: Detecting Counterfactuals||161|13.0|2019|3.0|None|None|152.0|https://competitions.codalab.org/competitions/20972|||||linguistics|NLP|determine whether a given statement is counterfactual or not, locate antecedent and consequent in counterfactuals|binary classification, regression|||f1_task1|Exact Match, Precision, Recall, and F1|True|True|True|False||[0.0]
Low Resource ASR|This is a low resource ASR competition based on the Lingvodoc data.|8|18.0|2020|1.0|None|None||https://competitions.codalab.org/competitions/30008|||||speech|signal processing, NLP|transcribe utterances or spell them||||Total by language|accuracy, ERR|True|True|True|True||[0.0]
FewRel 1.0|A few-shot relation classification benchmark|135|1966.0|2018|1.0|None|None||https://competitions.codalab.org/competitions/27980||https://aclanthology.org/D18-1514.pdf|||linguistics|NLP||multi-class classification|||avg|N-way K-shot|True|True|True|False||[1.1707287861548596]
LaySumm (The 1st Computational Linguistics Lay Summary Challenge Shared Task)|A Shared Task at EMNLP 2020 that focuses on generating lay summaries for scientific documents. LaySumm is one of three shared tasks conducted as part of the 1st Workshop on Scholarly Document Processing|30|469.0|2020|1.0|None|None||https://competitions.codalab.org/competitions/25516|||||science|NLP|generate summaries that are representative of the content, comprehensible, and interesting to a lay audience|text generation|||Rouge1-F1|Recall, F1, ROUGE-1, -2, -L|True|False|True|False||[1.1018293960897032]
Word Segmentation and Morphological Parsing for Sanskrit|Hackathon on word segmentation and morphological parsing for Sanskrit, in association with FIRE '21 (Forum for Information Retrieval Evaluation)|21|139.0|2021|2.0|None|None|41.0|https://competitions.codalab.org/competitions/35744|||||linguistics|NLP|predict a list of triplets (string, string, string) where each item has the analysis for a word (segmented word, stem, morph category)|text generation|||T1 Task Score|recall|False|True|True|False||[0.0]
XL-WiC|This is a competition based on the XL-WiC (Cross-Lingual Word-in-Context) evaluation datasets|12|21.0|2020|1.0|None|None||https://competitions.codalab.org/competitions/27071|||||linguistics|NLP|recognising whether a target word is used with the same meaning or not in two different contexts|binary classification||||accuracy|False|False|True|False||[0.0]
2019-Video-Caption-Competition|Automatically generate a natural description based on the video content|46|122.0|2019|1.0|None|None||https://competitions.codalab.org/competitions/22018|||||multimedia|computer vision, NLP|generate a natural description based on the video content|text generation|||CIDEr |CIDEr |False|False|True|False||[2.244419294411489]
Zero Resource Speech Challenge 2020|ZeroSpeech 2020|34|22.0|2020|1.0|None|None||https://competitions.codalab.org/competitions/22999|https://zerospeech.com/2020/||||speech|signal processing, NLP|construct a system that learn an end-to-end Spoken Dialog (SD) system|dialogue generation||||precision, recall and F1|True|False|True|False||[0.0]
2020 IEEE GRSS Data Fusion Contest|2020 IEEE GRSS Data Fusion Contest: Global Land Cover Mapping with Weak Supervision|235|3606.0|2020|4.0|None|None|67.0|https://competitions.codalab.org/competitions/22289|||||aerial|computer vision|Land cover classification|multi-class classification|||Prediction |average accuracy|False|False|True|False||[1.1464193097945343]
SemEval-2018 Task 12 - The Argument Reasoning Comprehension Task|Given a natural language argument consisting of a claim, premise, and context, the goal is to choose the correct warrant from two contradicting options.|128|187.0|2017|3.0|None|None|244.0|https://competitions.codalab.org/competitions/17327|||||linguistics|NLP|Given a natural language argument consisting of a claim, premise, and context, the goal is to choose the correct warrant from two contradicting options.|binary classification|||Accuracy |accuracy|False|False|True|False||[1.0697191866094893]
Assessing the Funniness of Edited News Headlines (SemEval-2020)|This is a humor competition that requires participants to estimate the funniness of edited news headlines.|587|5566.0|2019|6.0|None|None|286.0|https://competitions.codalab.org/competitions/20970|||||multimedia, news|NLP|estimate the funniness of edited news headlines|ordinal regression|||RMSE, Accuracy|RMSE, accuracy|True|False|True|False||[0.0]
Document-level MQM (annotations) QE shared task 2020|WMT'20 Quality Estimation shared task, submission platform for **MQM annotations** predictions at document-level (Task 3)|23|140.0|2020|1.0|None|None||https://competitions.codalab.org/competitions/24763|||||linguistics|NLP|estimating the quality of neural machine translation output at run-time, without relying on reference translations|machine translation, regression|||F1 score|F1|False|False|True|False||[1.0841379310344827]
CLEF 2019 Lab ProtestNews|Extracting Protests from News Using Automated Methods|9|80.0|2019|4.0|None|None|49.0|https://competitions.codalab.org/competitions/20318|||||linguistics, news|NLP|extracting event information from news articles across multiple countries|multi-class classification, information retrieval||||F1|False|False|True|False||[0.0]
SemEval 2020 Task 4 - Commonsense Validation and Explanation (ComVE)|Does the statement Make Sense? And Why?|634|2916.0|2019|5.0|None|None|209.0|https://competitions.codalab.org/competitions/21080|||||linguistics|NLP|The first task is to choose from two natural language statements with similar wordings which one makes sense and which one does not make sense; The second task is to find the key reason from three options why a given statement does not make sense; The third task asks machine to generate the reasons and we use BLEU to evaluate them.|binary classification, multi-class classification, text generation|||Subtask A Accuracy, Subtask B Accuracy, Subtask C BLEU|accuracy, BLEU|True|True|True|False||[1.5443002200375477]
AutoML :: ROUND 0 PRACTICE|"This is a ""clone"", this is NOT the AutoML main competition page. To enter the challenge, go to yellow icon."|63|594.0|2015|2.0|None|None|1839.0|https://competitions.codalab.org/competitions/7471||||||AutoML||binary classification|||<Rank>|time, accuracy|True|True|True|True||[1.3061451625725415]
MIND News Recommendation Competition|This is a competition for news recommendation on the Microsoft News Dataset (MIND).|772|5239.0|2020|2.0|None|None|32.0|https://competitions.codalab.org/competitions/24122|||||linguistics, news|NLP|personalized news services|ordinal regression|||AUC|AUC, MRR and nDCG@K|True|False|True|False||[1.1041167336300048]
Deep Pollination Raw|Deep Pollination M1 [AI] 2020-2021|24|168.0|2018|2.0|None|None|11489.0|https://competitions.codalab.org/competitions/28996|||||biology|computer vision|recognize the type of insect in the image|image recognition|||Prediction score|accuracy|False|False|True|True||[1.206285563858008]
HAHA@IberLEF2021: Humor Analysis based on Human Annotation|Detecting and scoring humor, mechanisms and targets in Spanish tweets|108|487.0|2021|3.0|None|None|63.0|https://competitions.codalab.org/competitions/30090|||||linguistics, tweets|NLP|classify tweets in Spanish as humorous or not, and to further our analysis of humor by determining which characteristics of the tweets contribute to their humor|binary classification|||Task 1 Score|F1, RMSE|True|True|True|False||[0.0]
