submission_pk,User,Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (all instances),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1),Pearson (gold in 0.5-1)
,macro-avg,anger,fear,joy,sadness,macro-avg,anger,fear,joy,sadness
475341,nvidia,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
submission_pk,User,Pearson (all classes),Pearson (some-emotion),Kappa  (all classes),Kappa (some-emotion)
,valence,valence,valence,valence
439143,danielfl,0.765 (1),0.804 (1),0.759 (1),0.797 (1),,,,,
439154,jogonba2,0.729 (2),0.765 (2),0.707 (2),0.742 (2),,,,,
438767,yoyo,0.556 (3),0.591 (3),0.538 (3),0.561 (3),,,,,
439109,NAVEEN.J.R,0.243 (4),0.259 (4),0.178 (4),0.182 (4),,,,,
439367,Amrita_student,0.127 (5),0.137 (5),0.105 (5),0.107 (5),,,,,
439459,thelonewolf190694,0.048 (6),0.061 (6),0.021 (6),0.023 (6),,,,,
953666,no_name,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
934486,alvarosness,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
787552,sohaelshafey,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
904483,ThalesSolutions,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
844598,Olha_Kaminska,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
839896,wbaker23,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
758675,Annony_Mouse,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
684559,luca.campanella,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
654867,rajdeep345,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
645164,sriyash421,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
624240,lpc,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
618910,eunsungyoon,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
614142,gosiazdunik,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
586542,IbraheemTuffaha,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
520086,yyyura,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
519527,zimkjh,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
519269,Seekers7,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
515097,Zupun7,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
512868,hammadfahim,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
496663,Ruchira,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
495100,TharinduGayan,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
494852,Zupun_Ranatunge,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437726,CZWin32768,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437810,hhaddad,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
442297,to.john.mcgonical,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
438639,psyml,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437594,lanman,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
437598,ISCLAB,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
441651,ad26kt,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
445038,wangmin,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439087,hebe,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439099,minok00,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439130,AlexandraFlescan,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439145,utpalsikdar,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439196,NAGOUDI,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439349,venkatesh-1729,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439546,mhjabreel,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439843,ruwanw,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
439905,anasteam,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440357,dragoni,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440376,Habibeh,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440637,dmikrav,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
460109,FrosinaStojanovska,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
451204,prabod,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
466305,dominikstanojevic,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
469089,bakrianoo,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
440157,bicici,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
469166,Malak,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
475341,nvidia,-999.999 (7),-999.999 (7),-999.999 (7),-999.999 (7),,,,,
submission_pk,User,accuracy,micro-avg F1,macro-avg F1
953666,no_name,0.609 (1),0.724 (1),0.592 (1),
758675,Annony_Mouse,0.604 (2),0.713 (2),0.584 (2),
519527,zimkjh,0.594 (3),0.704 (4),0.565 (7),
645164,sriyash421,0.594 (4),0.704 (5),0.578 (4),
904483,ThalesSolutions,0.588 (5),0.703 (6),0.557 (9),
839896,wbaker23,0.587 (6),0.706 (3),0.575 (5),
438639,psyml,0.574 (7),0.697 (7),0.574 (6),
451204,prabod,0.574 (8),0.689 (10),0.500 (17),
684559,luca.campanella,0.573 (9),0.695 (8),0.562 (8),
934486,alvarosness,0.571 (10),0.692 (9),0.578 (3),
520086,yyyura,0.567 (11),0.672 (15),0.520 (14),
439143,danielfl,0.566 (12),0.673 (14),0.490 (18),
515097,Zupun7,0.565 (13),0.680 (11),0.545 (10),
438767,yoyo,0.558 (14),0.674 (13),0.488 (19),
439349,venkatesh-1729,0.558 (15),0.677 (12),0.476 (21),
519269,Seekers7,0.555 (16),0.667 (16),0.505 (16),
439154,jogonba2,0.552 (17),0.658 (19),0.512 (15),
614142,gosiazdunik,0.543 (18),0.661 (18),0.477 (20),
475341,nvidia,0.539 (19),0.664 (17),0.543 (11),
441651,ad26kt,0.516 (20),0.640 (20),0.435 (28),
624240,lpc,0.508 (21),0.636 (21),0.537 (13),
437594,lanman,0.501 (22),0.631 (22),0.467 (22),
496663,Ruchira,0.482 (23),0.590 (27),0.541 (12),
437810,hhaddad,0.481 (24),0.607 (24),0.452 (24),
512868,hammadfahim,0.479 (25),0.603 (25),0.452 (25),
440637,dmikrav,0.477 (26),0.610 (23),0.416 (29),
460109,FrosinaStojanovska,0.468 (27),0.577 (28),0.435 (27),
618910,eunsungyoon,0.466 (28),0.599 (26),0.442 (26),
494852,Zupun_Ranatunge,0.460 (29),0.569 (29),0.378 (31),
437598,ISCLAB,0.407 (30),0.533 (30),0.414 (30),
654867,rajdeep345,0.395 (31),0.528 (31),0.322 (33),
787552,sohaelshafey,0.386 (32),0.494 (33),0.365 (32),
495100,TharinduGayan,0.365 (33),0.497 (32),0.457 (23),
440357,dragoni,0.192 (34),0.318 (34),0.268 (34),
439367,Amrita_student,0.172 (35),0.260 (35),0.148 (35),
439109,NAVEEN.J.R,0.029 (36),0.011 (36),0.006 (36),
439459,thelonewolf190694,0.024 (37),0.002 (37),0.001 (37),
844598,Olha_Kaminska,-999.999 (38),-999.999 (38),-999.999 (38),
586542,IbraheemTuffaha,-999.999 (38),-999.999 (38),-999.999 (38),
437726,CZWin32768,-999.999 (38),-999.999 (38),-999.999 (38),
442297,to.john.mcgonical,-999.999 (38),-999.999 (38),-999.999 (38),
445038,wangmin,-999.999 (38),-999.999 (38),-999.999 (38),
439087,hebe,-999.999 (38),-999.999 (38),-999.999 (38),
439099,minok00,-999.999 (38),-999.999 (38),-999.999 (38),
439130,AlexandraFlescan,-999.999 (38),-999.999 (38),-999.999 (38),
439145,utpalsikdar,-999.999 (38),-999.999 (38),-999.999 (38),
439196,NAGOUDI,-999.999 (38),-999.999 (38),-999.999 (38),
439546,mhjabreel,-999.999 (38),-999.999 (38),-999.999 (38),
439843,ruwanw,-999.999 (38),-999.999 (38),-999.999 (38),
439905,anasteam,-999.999 (38),-999.999 (38),-999.999 (38),
440376,Habibeh,-999.999 (38),-999.999 (38),-999.999 (38),
466305,dominikstanojevic,-999.999 (38),-999.999 (38),-999.999 (38),
469089,bakrianoo,-999.999 (38),-999.999 (38),-999.999 (38),
440157,bicici,-999.999 (38),-999.999 (38),-999.999 (38),
469166,Malak,-999.999 (38),-999.999 (38),-999.999 (38),
submission_pk,User,accuracy,micro-avg F1,macro-avg F1
586542,IbraheemTuffaha,0.495 (1),0.627 (1),0.473 (1),
437810,hhaddad,0.465 (2),0.597 (2),0.446 (2),
439367,Amrita_student,0.254 (3),0.379 (3),0.250 (3),
469089,bakrianoo,0.214 (4),0.312 (4),0.186 (4),
439459,thelonewolf190694,0.018 (5),0.023 (5),0.015 (5),
439109,NAVEEN.J.R,0.016 (6),0.019 (6),0.013 (6),
953666,no_name,-999.999 (7),-999.999 (7),-999.999 (7),
934486,alvarosness,-999.999 (7),-999.999 (7),-999.999 (7),
787552,sohaelshafey,-999.999 (7),-999.999 (7),-999.999 (7),
904483,ThalesSolutions,-999.999 (7),-999.999 (7),-999.999 (7),
844598,Olha_Kaminska,-999.999 (7),-999.999 (7),-999.999 (7),
839896,wbaker23,-999.999 (7),-999.999 (7),-999.999 (7),
758675,Annony_Mouse,-999.999 (7),-999.999 (7),-999.999 (7),
684559,luca.campanella,-999.999 (7),-999.999 (7),-999.999 (7),
654867,rajdeep345,-999.999 (7),-999.999 (7),-999.999 (7),
645164,sriyash421,-999.999 (7),-999.999 (7),-999.999 (7),
624240,lpc,-999.999 (7),-999.999 (7),-999.999 (7),
618910,eunsungyoon,-999.999 (7),-999.999 (7),-999.999 (7),
614142,gosiazdunik,-999.999 (7),-999.999 (7),-999.999 (7),
520086,yyyura,-999.999 (7),-999.999 (7),-999.999 (7),
519527,zimkjh,-999.999 (7),-999.999 (7),-999.999 (7),
519269,Seekers7,-999.999 (7),-999.999 (7),-999.999 (7),
515097,Zupun7,-999.999 (7),-999.999 (7),-999.999 (7),
512868,hammadfahim,-999.999 (7),-999.999 (7),-999.999 (7),
496663,Ruchira,-999.999 (7),-999.999 (7),-999.999 (7),
495100,TharinduGayan,-999.999 (7),-999.999 (7),-999.999 (7),
494852,Zupun_Ranatunge,-999.999 (7),-999.999 (7),-999.999 (7),
437726,CZWin32768,-999.999 (7),-999.999 (7),-999.999 (7),
442297,to.john.mcgonical,-999.999 (7),-999.999 (7),-999.999 (7),
438639,psyml,-999.999 (7),-999.999 (7),-999.999 (7),
438767,yoyo,-999.999 (7),-999.999 (7),-999.999 (7),
437594,lanman,-999.999 (7),-999.999 (7),-999.999 (7),
437598,ISCLAB,-999.999 (7),-999.999 (7),-999.999 (7),
441651,ad26kt,-999.999 (7),-999.999 (7),-999.999 (7),
445038,wangmin,-999.999 (7),-999.999 (7),-999.999 (7),
439087,hebe,-999.999 (7),-999.999 (7),-999.999 (7),
439099,minok00,-999.999 (7),-999.999 (7),-999.999 (7),
439130,AlexandraFlescan,-999.999 (7),-999.999 (7),-999.999 (7),
439145,utpalsikdar,-999.999 (7),-999.999 (7),-999.999 (7),
439154,jogonba2,-999.999 (7),-999.999 (7),-999.999 (7),
439143,danielfl,-999.999 (7),-999.999 (7),-999.999 (7),
439196,NAGOUDI,-999.999 (7),-999.999 (7),-999.999 (7),
439349,venkatesh-1729,-999.999 (7),-999.999 (7),-999.999 (7),
439546,mhjabreel,-999.999 (7),-999.999 (7),-999.999 (7),
439843,ruwanw,-999.999 (7),-999.999 (7),-999.999 (7),
439905,anasteam,-999.999 (7),-999.999 (7),-999.999 (7),
440357,dragoni,-999.999 (7),-999.999 (7),-999.999 (7),
440376,Habibeh,-999.999 (7),-999.999 (7),-999.999 (7),
440637,dmikrav,-999.999 (7),-999.999 (7),-999.999 (7),
460109,FrosinaStojanovska,-999.999 (7),-999.999 (7),-999.999 (7),
451204,prabod,-999.999 (7),-999.999 (7),-999.999 (7),
466305,dominikstanojevic,-999.999 (7),-999.999 (7),-999.999 (7),
440157,bicici,-999.999 (7),-999.999 (7),-999.999 (7),
469166,Malak,-999.999 (7),-999.999 (7),-999.999 (7),
475341,nvidia,-999.999 (7),-999.999 (7),-999.999 (7),
submission_pk,User,accuracy,micro-avg F1,macro-avg F1
439154,jogonba2,0.458 (1),0.535 (1),0.440 (1),
437810,hhaddad,0.438 (2),0.520 (2),0.392 (2),
438767,yoyo,0.291 (3),0.354 (3),0.178 (3),
439367,Amrita_student,0.108 (4),0.118 (4),0.060 (4),
439109,NAVEEN.J.R,0.050 (5),0.001 (5),0.001 (5),
439459,thelonewolf190694,0.050 (6),0.001 (6),0.000 (6),
953666,no_name,-999.999 (7),-999.999 (7),-999.999 (7),
934486,alvarosness,-999.999 (7),-999.999 (7),-999.999 (7),
787552,sohaelshafey,-999.999 (7),-999.999 (7),-999.999 (7),
904483,ThalesSolutions,-999.999 (7),-999.999 (7),-999.999 (7),
844598,Olha_Kaminska,-999.999 (7),-999.999 (7),-999.999 (7),
839896,wbaker23,-999.999 (7),-999.999 (7),-999.999 (7),
758675,Annony_Mouse,-999.999 (7),-999.999 (7),-999.999 (7),
684559,luca.campanella,-999.999 (7),-999.999 (7),-999.999 (7),
654867,rajdeep345,-999.999 (7),-999.999 (7),-999.999 (7),
645164,sriyash421,-999.999 (7),-999.999 (7),-999.999 (7),
624240,lpc,-999.999 (7),-999.999 (7),-999.999 (7),
618910,eunsungyoon,-999.999 (7),-999.999 (7),-999.999 (7),
614142,gosiazdunik,-999.999 (7),-999.999 (7),-999.999 (7),
586542,IbraheemTuffaha,-999.999 (7),-999.999 (7),-999.999 (7),
520086,yyyura,-999.999 (7),-999.999 (7),-999.999 (7),
519527,zimkjh,-999.999 (7),-999.999 (7),-999.999 (7),
519269,Seekers7,-999.999 (7),-999.999 (7),-999.999 (7),
515097,Zupun7,-999.999 (7),-999.999 (7),-999.999 (7),
512868,hammadfahim,-999.999 (7),-999.999 (7),-999.999 (7),
496663,Ruchira,-999.999 (7),-999.999 (7),-999.999 (7),
495100,TharinduGayan,-999.999 (7),-999.999 (7),-999.999 (7),
494852,Zupun_Ranatunge,-999.999 (7),-999.999 (7),-999.999 (7),
437726,CZWin32768,-999.999 (7),-999.999 (7),-999.999 (7),
442297,to.john.mcgonical,-999.999 (7),-999.999 (7),-999.999 (7),
438639,psyml,-999.999 (7),-999.999 (7),-999.999 (7),
437594,lanman,-999.999 (7),-999.999 (7),-999.999 (7),
437598,ISCLAB,-999.999 (7),-999.999 (7),-999.999 (7),
441651,ad26kt,-999.999 (7),-999.999 (7),-999.999 (7),
445038,wangmin,-999.999 (7),-999.999 (7),-999.999 (7),
439087,hebe,-999.999 (7),-999.999 (7),-999.999 (7),
439099,minok00,-999.999 (7),-999.999 (7),-999.999 (7),
439130,AlexandraFlescan,-999.999 (7),-999.999 (7),-999.999 (7),
439145,utpalsikdar,-999.999 (7),-999.999 (7),-999.999 (7),
439143,danielfl,-999.999 (7),-999.999 (7),-999.999 (7),
439196,NAGOUDI,-999.999 (7),-999.999 (7),-999.999 (7),
439349,venkatesh-1729,-999.999 (7),-999.999 (7),-999.999 (7),
439546,mhjabreel,-999.999 (7),-999.999 (7),-999.999 (7),
439843,ruwanw,-999.999 (7),-999.999 (7),-999.999 (7),
439905,anasteam,-999.999 (7),-999.999 (7),-999.999 (7),
440357,dragoni,-999.999 (7),-999.999 (7),-999.999 (7),
440376,Habibeh,-999.999 (7),-999.999 (7),-999.999 (7),
440637,dmikrav,-999.999 (7),-999.999 (7),-999.999 (7),
460109,FrosinaStojanovska,-999.999 (7),-999.999 (7),-999.999 (7),
451204,prabod,-999.999 (7),-999.999 (7),-999.999 (7),
466305,dominikstanojevic,-999.999 (7),-999.999 (7),-999.999 (7),
469089,bakrianoo,-999.999 (7),-999.999 (7),-999.999 (7),
440157,bicici,-999.999 (7),-999.999 (7),-999.999 (7),
469166,Malak,-999.999 (7),-999.999 (7),-999.999 (7),
475341,nvidia,-999.999 (7),-999.999 (7),-999.999 (7),
